pid,fms_id,current_phase,current_phase_norm,agency_project_name,forecast_completion,job_open_for_charges
2976,P-203LFGP,Construction,construction,Lafayette Gardens Playground Reconstruction,2026-10-05T00:00:00.000,true
2977,P-1SPC21A,Construction,construction,Pelham Bay Park Forest Tree Replacement,2027-09-01T00:00:00.000,true
2978,P-2SPC21A,Construction,construction,Marine Park Forest Restoration,2026-11-04T00:00:00.000,true
2979,P-202FTGP,Construction Procurement,construction procurement,"Fort Greene Park Entrances, Paths, Plaza and Drainage Infrastructure Reconstruction",2029-10-27T00:00:00.000,true
2979,P-2PWBFTG,Construction Procurement,construction procurement,"Fort Greene Park Entrances, Paths, Plaza and Drainage Infrastructure Reconstruction",2029-10-27T00:00:00.000,true
2980,P-1FACDCR,Construction,construction,Citywide Facade Reconstruction,2028-11-01T00:00:00.000,true
2980,P-3FACDPL,Construction,construction,Citywide Facade Reconstruction,2028-11-01T00:00:00.000,true
2980,P-6FACD21,Construction,construction,Citywide Facade Reconstruction,2028-11-01T00:00:00.000,true
2981,SAND4TREE,Design,design,Manhattan East Side Coastal Resiliency Stormwater Greenstreets Construction,2029-12-28T00:00:00.000,true
2982,P-1BOLTPK,Construction Procurement,construction procurement,Soundview Park Bolton Point Coastal Habitat Restoration and Park Construction,2028-01-12T00:00:00.000,true
2983,P-4OLMSRF,Construction,construction,Olmsted Center Roof Reconstruction,2027-03-15T00:00:00.000,true
2985,EDMFPM,Design,design,Fort Washington Park Dyckman Marina Reconstruction,2029-07-15T00:00:00.000,true
2986,SAND5TREE,Construction,construction,Manhattan East Side Coastal Resiliency Sidewalk Bioswales Construction,2028-01-04T00:00:00.000,true
2987,GXBXGI-03,Design,design,Van Cortlandt Park Green Infrastructure Construction,2028-04-08T00:00:00.000,true
2988,P-1MBRKCS,Construction,construction,Citywide Building Facility Reconstruction (CNYG-522M),2028-01-19T00:00:00.000,true
2988,P-1WKFLDC,Construction,construction,Citywide Building Facility Reconstruction (CNYG-522M),2028-01-19T00:00:00.000,true
2988,P-3LFLWER,Construction,construction,Citywide Building Facility Reconstruction (CNYG-522M),2028-01-19T00:00:00.000,true
2988,P-3P155CS,Construction,construction,Citywide Building Facility Reconstruction (CNYG-522M),2028-01-19T00:00:00.000,true
2988,P-4HOLSCS,Construction,construction,Citywide Building Facility Reconstruction (CNYG-522M),2028-01-19T00:00:00.000,true
2989,P-101CGDN,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2989,P-102FDBP,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2989,P-102WWGT,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2989,P-103RBGT,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2989,P-204ELGD,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2989,P-209MSGT,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2989,P-2GRNTHB,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2989,P-406PEGT,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2989,P-412GECG,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2989,P-412WATR,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2989,P-4FMPLUM,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2989,P-6WTRSWR,Construction,construction,Citywide Utility Reconstruction,2027-02-22T00:00:00.000,true
2990,P-4UNION,Construction,construction,Queens Council District 20 Sidewalk Reconstruction,2026-10-19T00:00:00.000,true
2991,P-3RIVRMP,Construction,construction,Riverside Park 105th Street Staircase Reconstruction,2026-08-24T00:00:00.000,true
2992,P-3FCSADA,Construction Procurement,construction procurement,Fort Washington Park Discovery Playground Public Restroom Building Construction,2027-10-21T00:00:00.000,true
2993,P-404ATRI,Close-out,close-out,American Triangle Reconstruction,2025-09-03T00:00:00.000,true
2995,P-404HOPK,Construction Procurement,construction procurement,Hoffman Park Reconstruction,2027-05-22T00:00:00.000,true
2996,P-405BENN,Construction,construction,Benninger Playground Reconstruction,2026-06-01T00:00:00.000,true
2997,P-405HIDR,Construction,construction,Highland Park Dog Run Construction,2026-03-23T00:00:00.000,true
2998,P-407BBSF,Construction Procurement,construction procurement,College Point Fields Soccer Field Construction,2028-08-09T00:00:00.000,true
2999,P-412RKPP,Construction Procurement,construction procurement,Rufus King Park Playground Reconstruction,2028-08-04T00:00:00.000,true
3000,P-4BLISSV,Construction,construction,Blissville Veterans Memorial Flagpole Construction,2026-03-30T00:00:00.000,true
3001,P-4CAPTGP,Construction,construction,Captain Tilly Park Goose Pond Restoration,2027-08-09T00:00:00.000,true
3002,P-4KCPPAV,Close-out,close-out,Kissena Corridor Park Lighting Construction,2025-12-16T00:00:00.000,true
3003,P-404LIND,Construction,construction,Park of the Americas Basketball Court Reconstruction,2026-04-13T00:00:00.000,true
3004,P-4WATEDG,Design,design,Cross Island Parkway Waters Edge Drive Playground Construction,2028-10-19T00:00:00.000,true
3005,P-4WOODPG,Construction,construction,Woodtree Playground Basketball Courts Reconstruction,2026-06-15T00:00:00.000,true
3006,P-4RRDPK,Design,design,Gwen Ifill Park and Public Restroom Building Construction,2029-12-27T00:00:00.000,true
3007,P-210MCKP,Construction,construction,McKinley Park Playground Reconstruction,2026-03-16T00:00:00.000,true
3008,P-215MCDP,Construction Procurement,construction procurement,PO Jeff Herman Ballfield Reconstruction,2028-08-28T00:00:00.000,true
3009,P-217PADG,Construction,construction,Paerdegat Park Ballfields Reconstruction,2026-08-18T00:00:00.000,true
3010,P-218PWMP,Design,design,Power Playground Multi-Purpose Play Area Reconstruction and Skate Park Construction,2028-10-11T00:00:00.000,true
3010,P-2PWPADT,Design,design,Power Playground Multi-Purpose Play Area Reconstruction and Skate Park Construction,2028-10-11T00:00:00.000,true
3011,P-108EWPK,Construction,construction,Ewen Park Staircase Reconstruction,2027-03-02T00:00:00.000,true
3012,P-1PBEAST,Close-out,close-out,Bronx Park East Botanical Garden Pedestrian Access Ramp Construction,2026-03-16T00:00:00.000,true
3013,P-111ESPG,Close-out,close-out,Eastchester Playground Reconstruction,2025-10-21T00:00:00.000,true
3014,P-1DBPLYG,Construction,construction,Daniel Boone Playground Reconstruction,2026-10-13T00:00:00.000,true
3015,P-503LEMN,Close-out,close-out,Lemon Creek Park Playground Reconstruction,2026-03-17T00:00:00.000,true
3016,P-503AESP,Construction,construction,Aesop Park Playground Reconstruction,2026-06-29T00:00:00.000,true
3017,P-1HAFFP1,Design,design,"Haffen Park Courts, Synthetic Turf Field, Playground, Adult Fitness, and Landscape Reconstruction",2029-12-24T00:00:00.000,true
3017,P-1HAFFPT,Design,design,"Haffen Park Courts, Synthetic Turf Field, Playground, Adult Fitness, and Landscape Reconstruction",2029-12-24T00:00:00.000,true
3018,P-307RPRP,Close-out,close-out,Riverside Park 78th Street Ramp Reconstruction,2025-09-26T00:00:00.000,true
3019,P-502SHML,Close-out,close-out,Schmul Park Playground Reconstruction,2025-10-23T00:00:00.000,true
3020,P-1PELHAM,Construction Procurement,construction procurement,Pelham Parkway Malls Partial Reconstruction,2029-02-09T00:00:00.000,true
3021,P-112SHLP,Construction,construction,Shoelace Park Fitness Equipment Construction,2026-09-25T00:00:00.000,true
3022,P-108MUSE,Close-out,close-out,Van Cortlandt House Museum Fence Reconstruction,2025-05-29T00:00:00.000,true
3023,P-411CRCH,Construction,construction,Citywide Roof Reconstruction (CNYG-722M),2028-02-22T00:00:00.000,true
3023,P-4OVERLO,Construction,construction,Citywide Roof Reconstruction (CNYG-722M),2028-02-22T00:00:00.000,true
3023,P-6ROOF22,Construction,construction,Citywide Roof Reconstruction (CNYG-722M),2028-02-22T00:00:00.000,true
3024,P-3CYPGCS,Construction Procurement,construction procurement,Brigadier General Charles Young Playground Public Restroom Building and Field House Reconstruction,2029-04-17T00:00:00.000,true
3025,P-1HAFFPL,Construction,construction,Haffen Park Pool Complex Reconstruction,2027-08-02T00:00:00.000,true
3026,P-3TRE22B,Close-out,close-out,Manhattan Park Tree Planting FY22,2024-12-05T00:00:00.000,true
3036,P-2TRE22A,Close-out,close-out,"Brooklyn Street Tree Planting FY22 - Community Boards 1, 4",2023-06-21T00:00:00.000,true
3041,P-1RNQ22A,Design,design,Ranaqua Exterior and HVAC Reconstruction,2028-08-28T00:00:00.000,true
3042,P-4WATECS,(Cancelled),cancelled,Cross Island Parkway Waters Edge Drive Public Restroom Building Construction,2028-04-27T00:00:00.000,false
3043,P-4GWENCS,(Cancelled),cancelled,Gwen Ifill Park Public Restroom Building Construction,2028-07-25T00:00:00.000,false
3044,P-3TJRCUP,Construction Procurement,construction procurement,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,2028-01-12T00:00:00.000,true
3044,P-4FMDOOR,Construction Procurement,construction procurement,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,2028-01-12T00:00:00.000,true
3044,P-6CWGLZ1,Construction Procurement,construction procurement,Thomas Jefferson Park Recreation Center and FMCP Aquatic Center Store Front Reconstruction,2028-01-12T00:00:00.000,true
3045,P-105HNBC,Construction,construction,Citywide Pavement Reconstruction (CNYG-1622M),2026-10-30T00:00:00.000,true
3045,P-106CRTN,Construction,construction,Citywide Pavement Reconstruction (CNYG-1622M),2026-10-30T00:00:00.000,true
3045,P-210JPPT,Construction,construction,Citywide Pavement Reconstruction (CNYG-1622M),2026-10-30T00:00:00.000,true
3045,P-301WAPT,Construction,construction,Citywide Pavement Reconstruction (CNYG-1622M),2026-10-30T00:00:00.000,true
3045,P-308JJAD,Construction,construction,Citywide Pavement Reconstruction (CNYG-1622M),2026-10-30T00:00:00.000,true
3045,P-3MCRPAV,Construction,construction,Citywide Pavement Reconstruction (CNYG-1622M),2026-10-30T00:00:00.000,true
3045,P-401HOY2,Construction,construction,Citywide Pavement Reconstruction (CNYG-1622M),2026-10-30T00:00:00.000,true
3045,P-6PAVCW1,Construction,construction,Citywide Pavement Reconstruction (CNYG-1622M),2026-10-30T00:00:00.000,true
3046,P-200CPSW,Construction,construction,Brooklyn Pavement Reconstruction (BG-822M),2028-02-16T00:00:00.000,true
3046,P-200MPTH,Construction,construction,Brooklyn Pavement Reconstruction (BG-822M),2028-02-16T00:00:00.000,true
3046,P-210DBPP,Construction,construction,Brooklyn Pavement Reconstruction (BG-822M),2028-02-16T00:00:00.000,true
3046,P-210OWLR,Construction,construction,Brooklyn Pavement Reconstruction (BG-822M),2028-02-16T00:00:00.000,true
3046,P-218CPMC,Construction,construction,Brooklyn Pavement Reconstruction (BG-822M),2028-02-16T00:00:00.000,true
3046,P-2BKPAV2,Construction,construction,Brooklyn Pavement Reconstruction (BG-822M),2028-02-16T00:00:00.000,true
3046,P-2KISRPV,Construction,construction,Brooklyn Pavement Reconstruction (BG-822M),2028-02-16T00:00:00.000,true
3047,P-502GBRE,Close-out,close-out,Greenbelt Recreation Center Basketball Courts Reconstruction,2025-12-22T00:00:00.000,true
3048,P-5CPILLP,Construction Procurement,construction procurement,Lt. Lia Playground Reconstruction,2029-02-25T00:00:00.000,true
3049,P-1CPIHSP,Construction,construction,Horseshoe Playground Reconstruction,2026-06-30T00:00:00.000,true
3050,P-2CPIJRM,Construction,construction,Jerome Playground Reconstruction,2027-01-11T00:00:00.000,true
3051,P-3CPIAAP,Close-out,close-out,Anibal Aviles Playground Reconstruction,2026-02-20T00:00:00.000,true
3052,P-3CPIDOE,Close-out,close-out,Detective Omar Edwards Park Reconstruction,2026-05-04T00:00:00.000,true
3053,P-107POEP,Design,design,Poe Park Plaza and Playground Reconstruction,2029-04-08T00:00:00.000,true
3054,P-1CPIPNT,Construction Procurement,construction procurement,Pontiac Playground Reconstruction,2029-02-25T00:00:00.000,true
3055,P-1CPIDVP,Close-out,close-out,Chief Dennis L. Devlin Park Reconstruction,2026-04-24T00:00:00.000,true
3057,P-2BARRYP,Close-out,close-out,Berry Playground Reconstruction,2025-12-31T00:00:00.000,true
3058,P-1CPIHCS,Construction,construction,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),2028-09-06T00:00:00.000,true
3058,P-2CPIJCS,Construction,construction,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),2028-09-06T00:00:00.000,true
3058,P-3ALXHAM,Construction,construction,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),2028-09-06T00:00:00.000,true
3058,P-3FREDSM,Construction,construction,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),2028-09-06T00:00:00.000,true
3058,P-405JPCS,Construction,construction,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),2028-09-06T00:00:00.000,true
3058,P-407FLPU,Construction,construction,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),2028-09-06T00:00:00.000,true
3058,P-4CPIHCS,Construction,construction,Citywide Public Restroom Buildings Reconstruction (CNYG-1922M),2028-09-06T00:00:00.000,true
3059,P-6GMBXGI,Construction,construction,Crotona Park Green Infrastructure Construction,2026-08-17T00:00:00.000,true
3060,GRSIGI-01,Construction,construction,Clove Lakes Parking Lot Green Infrastructure Construction,2026-11-02T00:00:00.000,true
3061,P-6PNYR40,(Cancelled),cancelled,"Brooklyn, Queens CBs 9-14 and Staten Island Reforestation Container Tree Procurement FY23-FY28",2029-02-23T00:00:00.000,false
3062,P-6PNYR39,Construction,construction,"Bronx, Manhattan and Queens CBs 1-8 Reforestation Container Tree Procurement FY23-FY28",2027-11-29T00:00:00.000,true
3063,P-1PELFTR,Construction,construction,"Pelham Bay Park Forest Tree Replacement, Phase II",2028-08-31T00:00:00.000,true
3064,P-1VNCFTR,Construction,construction,Van Cortlandt Park Forest Tree Replacement,2028-08-31T00:00:00.000,true
3065,P-5SIFRTN,Construction,construction,Staten Island Forest Restoration,2028-08-31T00:00:00.000,true
3066,P-2BELTPF,Construction,construction,"Belt Parkway Restoration and Tree Replacement, Phase IV",2028-11-29T00:00:00.000,true
3067,P-6RETW23,Construction,construction,Citywide Retaining Wall Reconstruction (CNYG-323M),2028-03-29T00:00:00.000,true
3068,P-311PFRC,Design,design,Marcus Garvey Park Pelham Fritz Recreation Center Roof Reconstruction,2026-08-25T00:00:00.000,true
3069,P-2MTFLTR,Construction Procurement,construction procurement,Citywide Indoor Pool Filter Plant Reconstruction,2028-04-16T00:00:00.000,true
3070,P-103PATH,Construction,construction,Citywide Pavement Reconstruction (CNYG-3922M),2024-09-08T00:00:00.000,true
3070,P-110PPTH,Construction,construction,Citywide Pavement Reconstruction (CNYG-3922M),2024-09-08T00:00:00.000,true
3070,P-2COFEPK,Construction,construction,Citywide Pavement Reconstruction (CNYG-3922M),2024-09-08T00:00:00.000,true
3070,P-307PATH,Construction,construction,Citywide Pavement Reconstruction (CNYG-3922M),2024-09-08T00:00:00.000,true
3070,P-311RIPW,Construction,construction,Citywide Pavement Reconstruction (CNYG-3922M),2024-09-08T00:00:00.000,true
3070,P-312FPTH,Construction,construction,Citywide Pavement Reconstruction (CNYG-3922M),2024-09-08T00:00:00.000,true
3070,P-3RANDVC,Construction,construction,Citywide Pavement Reconstruction (CNYG-3922M),2024-09-08T00:00:00.000,true
3070,P-412BPTH,Construction,construction,Citywide Pavement Reconstruction (CNYG-3922M),2024-09-08T00:00:00.000,true
3070,P-4ALYPND,Construction,construction,Citywide Pavement Reconstruction (CNYG-3922M),2024-09-08T00:00:00.000,true
3070,P-501CLP2,Construction,construction,Citywide Pavement Reconstruction (CNYG-3922M),2024-09-08T00:00:00.000,true
3070,P-6CWPAV1,Construction,construction,Citywide Pavement Reconstruction (CNYG-3922M),2024-09-08T00:00:00.000,true
3072,P-1CPIDPG,Construction,construction,Dawson Playground Reconstruction,2026-04-06T00:00:00.000,true
3073,P-1CPIJJP,Close-out,close-out,Jennie Jerome Playground Reconstruction,2025-06-30T00:00:00.000,true
3074,P-1AWRWR,Construction Procurement,construction procurement,Aqueduct Walk Retaining Wall Reconstruction,2028-10-14T00:00:00.000,true
3075,P-2CPIRHP,Construction Procurement,construction procurement,Rolph Henry Playground Reconstruction,2028-09-07T00:00:00.000,true
3076,P-2CPISAP,Design,design,St. Andrew's Playground Reconstruction and Public Restroom Building Construction,2029-04-23T00:00:00.000,true
3076,SEED-SAPG,Design,design,St. Andrew's Playground Reconstruction and Public Restroom Building Construction,2029-04-23T00:00:00.000,true
3077,P-2CPIPHP,Design,design,Pena Herrera Playground Reconstruction and Public Restroom Building Construction,2027-04-26T00:00:00.000,true
3078,P-107HRSP,Construction,construction,Citywide Synthetic Turf Reconstruction,2024-09-08T00:00:00.000,true
3078,P-109WGTF,Construction,construction,Citywide Synthetic Turf Reconstruction,2024-09-08T00:00:00.000,true
3078,P-307RSTF,Construction,construction,Citywide Synthetic Turf Reconstruction,2024-09-08T00:00:00.000,true
3078,P-311RSTF,Construction,construction,Citywide Synthetic Turf Reconstruction,2024-09-08T00:00:00.000,true
3078,P-410SFTF,Construction,construction,Citywide Synthetic Turf Reconstruction,2024-09-08T00:00:00.000,true
3078,P-412MPTF,Construction,construction,Citywide Synthetic Turf Reconstruction,2024-09-08T00:00:00.000,true
